NAME,DINING TIME,RATING,REVIEW
OpenTable Diner,"Dined on September 14, 2019",5,"Food was great. The ribeye was huge, tender and tasty. They make their own steak sauce which was perfect. The lamb gyro dumplings were good too. The chocolate cake was good. The lobster wontons was ok. The restaurant is very clean and our waiter Anthony was very attentive and friendly. I will definitely come back here."
OpenTable Diner,"Dined on September 13, 2019",2,"Cool ambiance - really cozy with good music, and great cocktails. The food was simply not good, and really overpriced ($17 for two tacos). It cost everyone in our group over $100 for a really bad meal. We were very disappointed because the place has a lot of potential."
GregisGood,"Dined on September 10, 2019",5,Do yourself a favor ... dine here. Wanna ensure you have a great time and receive exceptional service? Ask for Shanice as your server. She deserves a superlative. ... The fried rice is a must. I recommend the seaweed and Bao Buns to start.
OpenTable Diner,"Dined on September 9, 2019",5,"Friendly staff, great drinks!"
Mbbrooklyn,"Dined on September 8, 2019",5,Food was delicious Atmosphere was very comfortable  Waiters and table staff were educated and very friendly  I highly recommend!
JoAnn,"Dined on September 8, 2019",4,"Celebrated a birthday. Food was delicious. Our server was mediocre, sadly he was only personable when Owner was present. Great table space to fit 7, rare in Manhattan. Hostess was friendly and welcoming (cute hat and glasses) Would definitely return ."
NichelleJ,"Dined on September 8, 2019",1,"We reserved a table for 7. There wasn't enough space for everyone. We asked to be moved and we weren't, eventhough there were tables with more space. The waiter cleaned up our dishes eventhough I wasnt finished eating. When I asked what happened to my food, he took it off of the cart with all tge dirty dishes and gave it back to me, disgusting. Then he added his own gratuity of 20% on the check which I asked to be removed and it was. The menu clearly states that a gratuity of 15% will be added to parties of 8 or more. I won't be returning."
MilesS,"Dined on September 8, 2019",5,Brooklyn Chop House has a great environment with a delicious selection of food. I recommend everyone to try it.
OpenTable Diner,"Dined on September 6, 2019",5,Amazing food and atmosphere!
OpenTable Diner,"Dined on September 6, 2019",5,The food and overall experience at Brooklyn Chop House was absolutely fantastic. Everything from the intimate ambiance to the wonderfully executed dishes left me and my guest feeling delightfully satisfied upon our exit. I definitely recommend their PAC-MAN Dumplings and Beef n Broccoli options while there!
KennyleJ,"Dined on September 5, 2019",5,"Flew in from Detroit for my fiance's 50th birthday, and have to say that we were both impressed!  Everything was perfect from the ambiance, food and service.  We had the lamb and cheese burger dumplings, along with the shrimp for appetizers.  All 3 were very tasty!  For dinner we had the surf & turf along with the black bass.  The fish melted in my mouth and was seasoned just right.  The lobster tails had a flavor that makes you want to keep coming back for more.  Looking forward to a return trip to NY so we can enjoy another scrumptious meal at the Brooklyn Chop House!"
OpenTable Diner,"Dined on September 3, 2019",3,"The service was friendly and hospitable, however, the food was disappointing. The rock shrimp was not crispy. Our lettuce wraps weren’t very hot or memorable. They didn’t have any social spice or texture. The veggie dumplings now use beyond meat. I was not told this and for a good 5min thought I, a vegetarian, ate real meat. They said they just recently replaced the melange of veggies with this meat substitute. For the quality of food, the prices were high. It was a fine experience, but we probably won’t go back."
HazelP,"Dined on September 2, 2019",4,"Not a wide food selection, needs more food added to the menu"
OpenTable Diner,"Dined on September 2, 2019",4,"Great Food, Great Service, drinks were a little pricey. But overall I’m glad I decided to come and will definitely return."
OpenTable Diner,"Dined on September 1, 2019",5,Awesome ambiance.  Great overall experience
sherodC,"Dined on September 1, 2019",5,EXCELLENT PLACE had a great birthday dinner there. Very well put together and food was good excellent staff
OpenTable Diner,"Dined on September 1, 2019",5,"Great food , reasonably priced . I’ll definitely be returning"
Kyara,"Dined on September 1, 2019",5,"Perfect Place for Dinner and Groups! Food was amazing especially the PAC Man Seafood, Lamb Dumplings, Lamb Chops, Lobster and Broccoli Garlic was Ahhhhmazing. Drinks were good and different but flavors and alcohol were there."
gina,"Dined on September 1, 2019",1,Was very disappointed in the food. The dumplings were tasteless and barely warm. The Peking duck tacos were nothing but grizzle and FAT. Will never eat there again.
OpenTable Diner,"Dined on August 31, 2019",1,"It was my Sisters Birthday 8/27, we were on time and waited almost 90 min because the owners family came and took priority over our reservations. Finally after being accommodated the food was severely delayed , arrived cold and after complaining the manager only gave a round of free beverage as an apology, $350. Bill was not worth any penny, I told everyone and will continue to spread my terrible ecxperience ."
CadishaA,"Dined on August 30, 2019",5,"Great Ambiance, food was perfect with big portions.  Loved the spare rib buns!!"
OpenTable Diner,"Dined on August 26, 2019",5,"Experience was great, definitely will be back!"
OpenTable Diner,"Dined on August 25, 2019",5,Great food and vibes!
JBONY,"Dined on August 25, 2019",2,"Brooklyn Chop-stick house would be a better name.  Strange experience.   Fair food, decent wine at good prices. They made us wait to sit even though the place was only 1/3 full"
OpenTable Diner,"Dined on August 25, 2019",1,"Plastic in the food, over-sauced Chinese food, and dry steaks."
Sunshine,"Dined on August 24, 2019",4,"The restaurant was very accommodating as my party size changed several times throughout the day. But, when  the waiter failed to bring a dish out it our festive night."
BrooklynTJC,"Dined on August 24, 2019",3,Good food but the experience felt a bit cheap! Service seems rushed.
OpenTable Diner,"Dined on August 24, 2019",3,I went to this restaurant to celebrate my boyfriends birthday. Dinner was mediocre and so was the whole experience. Service was good. The hostess was great.
OpenTable Diner,"Dined on August 19, 2019",4,"I came here on a beautiful Sunday afternoon and was more than pleased. The ambiance was great and it quiet but not comfortable . Enjoyed the food , it makes you think outside the box and try something different. Will return again"
OpenTable Diner,"Dined on August 16, 2019",5,My Husbands Birthday . We had such a lovely time and the food was AMAZING!!!
OpenTable Diner,"Dined on August 15, 2019",5,"Omg this place is a MUST TRY MUST GO!!! The food was delicious ... my server was extremely attentive, polite, and informative. I can’t quite remember his name but he was tall, dark skin, handsome and had a bald head. For appetizers we had something called pac man, we had some lobster rolls and some other delightful appetizers. For dinner we had lobster fried rice and the chicken that the server recommended. I had a great time!!! And will be going back within the next week to try the porterhouse steak for 2."
